Package,Downloads,Overall,Binary-Artifacts,Branch-Protection,CII-Best-Practices,Dangerous-Workflow,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities
pydash,1692377,4.81,10,0,0,10,0,10,10,,7,0,,0,10
xmlschema,1623147,4.81,10,,0,10,0,10,10,,7,0,,0,10
flit-core,1620004,4.81,10,0,0,10,0,10,10,,7,0,,0,10
robotframework,1401861,4.81,10,,0,10,0,10,10,,7,0,,0,10
flake8-bugbear,1372592,4.81,10,0,0,10,0,10,10,,7,0,,0,10
cherrypy,1353394,4.81,10,0,2,10,0,10,10,,6,0,,0,10
trino,1283121,4.81,10,0,0,10,0,10,10,,7,0,,0,10
wcmatch,1249868,4.81,10,,0,10,0,10,4,10,6,0,,0,10
autocommand,1186772,4.81,10,0,0,10,0,10,0,,7,0,,10,10
aws-encryption-sdk,1172721,4.81,10,,0,10,0,10,4,,6,10,,0,10
soundfile,1171067,4.81,10,0,0,10,0,10,10,,7,0,0,0,10
funcy,1155185,4.81,10,0,0,10,0,10,10,,7,0,,0,10
python-decouple,1146862,4.81,10,0,0,10,0,10,10,,7,0,0,0,10
concurrent-log-handler,1132749,4.81,10,0,0,10,0,10,10,,7,0,0,0,10
pymemcache,1096653,4.81,10,,0,10,0,10,4,,7,9,0,0,10
num2words,948731,4.81,10,,0,10,0,10,10,,7,0,,0,10
peewee,922487,4.81,10,0,0,10,0,10,10,,7,0,,0,10
annoy,902898,4.81,10,0,0,10,0,10,10,,7,0,,0,10
pathvalidate,872104,4.81,10,0,0,10,0,10,10,,7,0,,0,10
cairocffi,833641,4.81,10,0,0,10,0,10,10,,7,0,,0,10
diff-match-patch,819032,4.81,10,0,0,10,0,10,10,,7,0,,0,10
weasyprint,776966,4.81,10,0,0,10,0,10,10,,7,0,,0,10
webargs,758405,4.81,10,,0,10,0,10,10,,7,0,,0,10
robotframework-pythonlibcore,758059,4.81,10,0,0,10,0,10,10,,7,0,,0,10
itemadapter,737094,4.81,10,0,0,10,0,10,10,,7,0,,0,10
cairosvg,735587,4.81,10,0,0,10,0,10,10,,7,0,,0,10
robotframework-seleniumlibrary,732312,4.81,10,0,0,10,0,10,10,,7,0,,0,10
django-ipware,675654,4.81,10,0,0,10,0,10,10,,7,0,,0,10
sounddevice,661845,4.81,10,0,0,10,0,10,10,,7,0,,0,10
python-stdnum,633636,4.81,10,0,0,10,0,10,10,,7,0,,0,10
sqlalchemy2-stubs,609442,4.81,10,0,0,10,0,10,4,,6,10,0,0,10
django-phonenumber-field,602170,4.81,10,,0,10,0,10,10,,7,0,0,0,10
okta,598231,4.81,10,,0,10,0,10,10,,7,0,,0,10
pdf2image,586882,4.81,10,0,0,10,0,10,4,10,6,0,,0,10
vertica-python,494896,4.81,10,,0,10,0,10,10,,7,0,0,0,10
numpy-financial,489403,4.81,10,,0,10,0,10,4,,7,9,,0,10
rollbar,482099,4.81,10,,0,10,0,10,10,,7,0,,0,10
polib,449170,4.81,10,0,0,10,0,10,10,,7,0,,0,10
pyrogram,434757,4.81,10,,0,10,0,10,10,,7,0,,0,10
posthog,428023,4.81,10,0,0,10,0,10,10,,7,0,,0,10
dbt-databricks,412729,4.81,10,,0,10,0,10,10,,7,0,,0,10
duckduckgo-search,405470,4.81,10,0,0,10,0,10,10,,7,0,,0,10
dataproperty,400252,4.81,10,0,0,10,0,10,10,,7,0,,0,10
mxnet,398770,4.81,10,,0,10,0,10,0,,0,10,8,0,10
channels-redis,390472,4.81,10,0,0,10,0,10,10,,7,0,,0,10
zigpy-deconz,381581,4.81,10,0,0,10,0,10,4,10,6,0,,0,10
pydyf,376745,4.81,10,0,0,10,0,10,10,,7,0,,0,10
tabledata,374813,4.81,10,0,0,10,0,10,10,,7,0,,0,10
pyerfa,374459,4.81,10,0,0,10,0,10,10,,7,0,,0,10
hubspot-api-client,373066,4.81,10,0,0,10,0,10,10,,7,0,,0,10
pytablewriter,362276,4.81,10,0,0,10,0,10,10,,7,0,,0,10
simplefix,361876,4.81,10,,0,10,0,10,10,,7,0,,0,10
tcolorpy,357918,4.81,10,0,0,10,0,10,10,,7,0,,0,10
django-otp,352057,4.81,10,0,0,10,0,9,9,,9,0,,0,10
djangorestframework-stubs,343927,4.81,10,0,0,10,0,10,10,,7,0,,0,10
lifelines,321873,4.81,10,0,0,10,0,10,10,,7,0,,0,10
bigquery-schema-generator,314404,4.81,10,0,0,10,0,10,10,,7,0,,0,10
grpc-stubs,311162,4.81,10,0,0,10,0,10,10,,7,0,,0,10
django-auth-ldap,310099,4.81,10,,0,10,0,10,10,,7,0,,0,10
awacs,306271,4.81,10,0,0,10,0,10,10,,7,0,,0,10
jinja2-simple-tags,292015,4.81,10,0,0,10,0,10,10,,7,0,,0,10
scikit-maad,266339,4.81,10,0,0,10,0,10,10,,7,0,0,0,10
alive-progress,240437,4.81,10,0,0,10,0,10,10,,7,0,,0,10
fugue,239707,4.81,10,,2,10,0,10,10,,6,0,,0,10
west,233635,4.81,10,,0,10,0,10,10,,7,0,,0,10
ptpython,231652,4.81,10,,0,10,0,10,10,,7,0,,0,10
django-localflavor,230467,4.81,10,0,0,10,0,10,10,,7,0,,0,10
google-cloud-notebooks,205520,4.81,10,,0,10,0,10,6,,3,10,,0,10
presto-client,184942,4.81,10,0,0,10,0,10,10,,7,0,,0,10
libhoney,173419,4.81,10,,0,10,0,10,10,,4,3,0,0,10
ruyaml,166871,4.81,10,,0,10,0,10,4,10,6,0,,0,10
domdf-python-tools,159441,4.81,10,,0,10,0,10,4,10,6,0,0,0,10
pytorch-metric-learning,151787,4.81,10,0,0,10,0,10,10,,7,0,,0,10
astral,148260,4.81,10,0,0,10,0,10,0,,7,0,,10,10
pytest-httpx,145582,4.81,10,,0,10,0,10,10,,7,0,,0,10
csvkit,139696,4.81,10,0,0,10,0,10,10,,7,0,,0,10
python-lsp-server,136005,4.81,10,,0,10,0,10,10,,7,0,,0,10
pytest-celery,132266,4.81,10,,0,10,0,9,0,,9,0,,9,10
censys,127185,4.81,10,,0,10,0,10,10,,7,0,,0,10
asammdf,124194,4.81,10,0,0,10,0,10,10,,7,0,0,0,10
sphinx-autoapi,115524,4.81,10,0,0,10,0,10,10,,7,0,,0,10
sqlalchemy-cockroachdb,115143,4.81,10,,0,10,0,10,10,,7,0,,0,10
sphinx-toolbox,113986,4.81,10,,0,10,0,10,4,10,6,0,0,0,10
pyecharts,106652,4.81,10,,0,10,0,10,10,,7,0,,0,10
everett,103762,4.81,10,,0,10,0,10,10,,7,0,,0,10
bertopic,101221,4.81,10,0,0,10,0,10,10,,7,0,,0,10
datetimerange,99375,4.81,10,0,0,10,0,10,10,,7,0,,0,10
emcee,95567,4.81,10,0,0,10,0,10,4,10,6,0,,0,10
flit,92015,4.81,10,0,0,10,0,10,10,,7,0,,0,10
django-imagekit,86328,4.81,10,0,0,10,0,10,10,,7,0,0,0,10
mxnet-mkl,86187,4.81,10,,0,10,0,10,0,,0,10,8,0,10
zappa,85645,4.81,10,,0,10,0,10,7,10,6,0,,0,7
synapseml,85375,4.81,10,,0,10,0,10,10,,0,10,,0,8
pyscreenshot,84523,4.81,10,,0,10,0,10,10,,7,0,,0,10
splinter,84265,4.81,10,0,0,10,0,10,10,,7,0,,0,10
ff3,83267,4.81,10,0,0,10,0,10,10,,7,0,,0,10
robotframework-assertion-engine,76454,4.81,10,0,0,10,0,10,10,,7,0,,0,10
flask-jwt-extended,4796612,4.78,10,,0,10,10,10,4,,7,0,,0,9
boltons,3885285,4.78,10,,0,10,0,9,10,,7,0,0,0,10
markdown2,3453950,4.78,10,0,0,10,0,9,10,,7,0,,0,10
diskcache,3261937,4.78,10,0,0,10,0,9,10,,7,0,,0,10
feedparser,2508742,4.78,10,,0,10,0,9,10,,7,0,,0,10
json5,2070201,4.78,10,0,0,10,10,10,3,,7,0,,0,10
geventhttpclient,1194715,4.78,10,0,0,10,0,9,4,10,6,0,,0,10
pyphen,1060190,4.78,10,0,0,10,0,9,10,,7,0,,0,10
django-celery-results,714386,4.78,10,,0,10,0,9,10,,7,0,,0,10
adlfs,644313,4.78,10,,0,10,0,10,5,10,4,0,,0,10
pyluach,585901,4.78,10,0,0,10,0,9,10,,7,0,,0,10
nose2,530714,4.78,10,,0,10,0,9,10,,7,0,,0,10
icalendar,392930,4.78,10,,0,10,0,9,10,,7,0,,0,10
rpyc,294975,4.78,10,0,0,10,0,9,10,,7,0,0,0,10
django-anymail,293695,4.78,10,,0,10,0,9,10,,7,0,0,0,10
sphinxcontrib-mermaid,271936,4.78,10,0,0,10,0,9,10,,7,0,,0,10
stanza,163537,4.78,10,,0,10,0,9,10,,7,0,,0,10
fastapi-pagination,157316,4.78,10,,0,10,0,10,10,,8,0,,0,9
django-tables2,153777,4.78,10,,0,10,0,9,10,,7,0,,0,10
django-recaptcha,131293,4.78,10,,0,10,0,10,3,,7,10,0,0,10
pytest-datadir,123882,4.78,10,0,0,10,0,9,4,10,6,0,,0,10
pytrends,108127,4.78,10,,0,10,0,9,10,,7,0,,0,10
snakeviz,106889,4.78,10,0,0,10,0,9,10,,7,0,,0,10
sqlalchemy-filters,101585,4.78,10,0,0,10,0,9,10,,7,0,,0,10
pythreejs,87983,4.78,10,0,0,10,0,9,10,,7,0,,0,10
mkdocs-awesome-pages-plugin,76466,4.78,10,0,0,10,0,10,10,,8,0,,0,9
wrapt,68573003,4.75,10,0,0,10,0,10,10,,6,0,,0,10
importlib-resources,51664917,4.75,10,0,0,10,0,10,10,,6,0,,0,10
pyopenssl,51452895,4.75,10,,0,10,0,10,10,,6,0,,0,10
bcrypt,33696963,4.75,10,,0,10,0,10,10,,6,0,,0,10
cython,28198501,4.75,10,,0,10,0,10,10,,6,0,0,0,10
pymongo,17679107,4.75,10,,0,10,0,10,10,,6,0,,0,10
build,11337001,4.75,10,,0,10,0,10,10,,6,0,,0,10
huggingface-hub,11051520,4.75,10,,0,10,0,10,10,,6,0,,0,10
statsmodels,9071818,4.75,10,,0,10,0,10,10,,6,0,0,0,10
pywavelets,5873256,4.75,10,0,0,10,0,10,10,,6,0,0,0,10
billiard,4960747,4.75,10,,0,10,0,9,3,,7,10,,0,10
dateparser,4809936,4.75,10,0,0,10,0,10,10,,6,0,,0,10
makefun,4341699,4.75,10,0,0,10,0,10,2,10,8,0,,0,10
fiona,4283984,4.75,10,0,0,10,0,10,10,,6,0,,0,10
pyproject-api,3623513,4.75,10,,0,10,0,10,10,,6,0,,0,10
datetime,3371044,4.75,10,,0,10,0,9,3,,7,10,,0,10
inflect,3297668,4.75,10,0,0,10,0,10,10,,6,0,,0,10
zstandard,2727788,4.75,10,0,0,10,0,10,10,,6,0,0,0,10
zope-component,2436325,4.75,10,,0,10,0,9,3,,7,10,,0,10
mmh3,2037093,4.75,10,,0,10,0,10,10,,6,0,,0,10
marshmallow-dataclass,1933590,4.75,10,0,0,10,0,10,10,,6,0,,0,10
tensorflow-datasets,1877602,4.75,10,0,0,10,0,10,10,,6,0,,0,10
sqlglot,1718947,4.75,10,0,0,10,0,10,10,,6,0,,0,10
bitstring,1228344,4.75,10,0,0,10,0,10,10,,6,0,,0,10
jaraco-collections,1223088,4.75,10,0,0,10,0,10,10,,6,0,,0,10
python-box,1186522,4.75,10,,0,10,0,10,10,,6,0,,0,10
mkdocs,1170338,4.75,10,,0,10,0,10,10,,6,0,,0,10
readchar,1104284,4.75,10,0,0,10,0,10,10,,6,0,,0,10
gdown,1043284,4.75,10,,0,10,0,10,10,,6,0,,0,10
pyinstaller,961123,4.75,0,,0,10,0,9,10,,4,10,6,0,9
psycopg,936814,4.75,10,0,0,10,0,10,10,,6,0,,0,10
asyncssh,891760,4.75,10,0,0,10,0,10,10,,6,0,,0,10
myst-parser,861843,4.75,10,,0,10,0,10,10,,6,0,,0,10
mizani,812850,4.75,10,,0,10,0,10,10,,6,0,,0,10
plotnine,780354,4.75,10,,0,10,0,10,10,,6,0,,0,10
drf-spectacular,725886,4.75,10,,0,10,0,10,10,,6,0,,0,10
python-arango,724288,4.75,10,,0,10,0,10,10,,6,0,,0,10
pefile,701206,4.75,10,0,0,10,0,10,10,,6,0,0,0,10
itemloaders,696644,4.75,10,0,0,10,0,10,10,,6,0,,0,10
django-crispy-forms,687623,4.75,10,0,0,10,0,10,10,,6,0,,0,10
sql-metadata,658163,4.75,10,,0,10,0,10,10,,6,0,,0,10
pytest-bdd,656350,4.75,10,,0,10,0,10,10,,6,0,,0,10
tfds-nightly,629083,4.75,10,0,0,10,0,10,10,,6,0,,0,10
pandera,603993,4.75,10,,0,10,0,10,10,,6,0,,0,10
github3-py,563716,4.75,10,,0,10,0,10,10,,6,0,,0,10
anyascii,558953,4.75,10,0,0,10,0,10,10,,6,0,,0,10
astropy,536127,4.75,10,,0,10,0,10,10,,6,0,,0,10
psycopg-binary,528467,4.75,10,0,0,10,0,10,10,,6,0,,0,10
rope,486947,4.75,10,,0,10,0,10,10,,6,0,,0,10
geoalchemy2,472114,4.75,10,0,0,10,0,10,10,,6,0,,0,10
troposphere,465720,4.75,10,,0,10,0,10,10,,6,0,,0,10
exchangelib,440682,4.75,10,0,0,10,0,10,10,,6,0,,0,10
scs,425394,4.75,10,,0,10,0,10,10,,6,0,,0,10
cvxpy,421566,4.75,10,,0,10,0,10,10,,6,0,0,0,10
formulaic,406430,4.75,10,,0,10,0,10,10,,6,0,,0,10
argh,404904,4.75,10,,0,10,0,10,10,,6,0,,0,10
datacompy,392302,4.75,10,,0,10,0,10,10,,6,0,,0,10
pytest-socket,376588,4.75,10,,0,10,0,10,10,,6,0,,0,10
pdfplumber,336939,4.75,10,,0,10,0,10,10,,6,0,,0,10
trafilatura,295764,4.75,10,0,0,10,0,10,10,,6,0,,0,10
nptyping,292364,4.75,10,0,0,10,0,10,10,,6,0,,0,10
sse-starlette,282987,4.75,10,0,0,10,0,10,10,,6,0,,0,10
mss,276508,4.75,10,,0,10,0,10,10,,6,0,,0,10
zstd,273272,4.75,10,,0,10,0,10,10,,6,0,0,0,10
psycopg-pool,250251,4.75,10,0,0,10,0,10,10,,6,0,,0,10
furo,236464,4.75,10,,0,10,0,10,10,,6,0,0,0,10
pyglet,233917,4.75,10,,0,10,0,10,10,,6,0,,0,10
kneed,229421,4.75,10,,0,10,0,10,10,,6,0,,0,10
roman,213959,4.75,10,0,0,10,0,9,3,,7,10,,0,10
gpytorch,211140,4.75,10,,0,10,0,10,10,,6,0,,0,10
jsonnet,200725,4.75,10,0,0,,10,10,10,,6,10,0,,10
flake8-pytest-style,190626,4.75,10,,0,10,0,10,10,,6,0,,0,10
mpi4py,167016,4.75,10,,0,10,0,10,10,,6,0,0,0,10
mdutils,166066,4.75,10,,0,10,0,10,10,,6,0,0,0,10
myst-nb,144172,4.75,10,,0,10,0,10,10,,6,0,,0,10
jupyter-cache,136196,4.75,10,,0,10,0,10,10,,6,0,,0,10
salib,129771,4.75,10,,0,10,0,10,10,,6,0,,0,10
scikit-learn-intelex,121643,4.75,10,,0,10,0,10,10,,6,0,,0,10
sphinx-prompt,120260,4.75,10,,0,10,0,10,10,,6,0,,0,10
giturlparse,119918,4.75,10,0,0,10,0,10,10,,6,0,,0,10
djangorestframework-dataclasses,118778,4.75,10,0,0,10,0,10,10,,6,0,,0,10
symengine,111939,4.75,10,0,0,10,0,10,10,,6,0,0,0,10
pykcs11,111516,4.75,10,,0,10,0,10,10,,6,0,,0,10
simpervisor,110696,4.75,10,,0,10,0,10,10,,6,0,,0,10
proxy-py,110294,4.75,10,,0,10,0,10,8,10,4,10,0,0,0
courlan,101072,4.75,10,0,0,10,0,10,10,,6,0,,0,10
mimesis,97328,4.75,10,,0,10,0,10,10,,6,0,0,0,10
plyfile,88537,4.75,10,0,0,10,0,10,10,,6,0,,0,10
nbqa,83558,4.75,10,0,0,10,0,10,10,,6,0,,0,10
python-binance,82212,4.75,10,0,0,10,0,10,10,,6,0,,0,10
django-bootstrap3,80264,4.75,10,,0,10,0,10,10,,6,0,,0,10
scikit-survival,77464,4.75,10,,0,10,0,10,10,,6,0,,0,10
python-amazon-sp-api,76943,4.75,10,,0,10,0,10,10,,6,0,,0,10
wcwidth,30435328,4.72,10,,0,10,0,9,0,,9,0,,9,9
markdown,21989421,4.72,10,,0,10,0,9,10,,6,0,,0,10
deepdiff,12296345,4.72,10,,0,10,0,9,10,,6,0,,0,10
asttokens,8526353,4.72,10,0,0,10,10,10,3,,6,0,,0,10
types-pyyaml,7039777,4.72,10,,0,10,0,9,10,,6,0,,0,10
trio,5403788,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-requests,4191711,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-urllib3,3788742,4.72,10,,0,10,0,9,10,,6,0,,0,10
flask-caching,3782482,4.72,10,0,0,10,0,9,10,,6,0,,0,10
google-cloud-monitoring,3718764,4.72,10,,0,10,0,10,5,,3,10,,0,10
click-repl,3213613,4.72,10,0,0,10,0,10,9,,7,0,,0,10
django-filter,2536224,4.72,10,0,0,10,0,9,10,,6,0,,0,10
types-pytz,2176366,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-setuptools,2170020,4.72,10,,0,10,0,9,10,,6,0,,0,10
ipdb,2073464,4.72,10,0,0,10,0,10,9,,7,0,,0,10
types-python-dateutil,1729511,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-toml,1565984,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-protobuf,1430901,4.72,10,,0,10,0,9,10,,6,0,,0,10
clickhouse-driver,1422783,4.72,10,,0,10,0,9,10,,6,0,,0,10
bitstruct,1392686,4.72,10,0,0,10,0,10,3,10,6,0,,0,10
cmd2,1359557,4.72,10,,0,10,0,10,9,,7,0,,0,10
google-cloud-translate,1304952,4.72,10,,0,10,0,10,5,,3,10,,0,10
types-redis,1173611,4.72,10,,0,10,0,9,10,,6,0,,0,10
y-py,1023728,4.72,10,0,0,10,0,9,10,,6,0,0,0,10
types-six,972633,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-dataclasses,912454,4.72,10,,0,10,0,9,10,,6,0,,0,10
simpleeval,878826,4.72,10,,0,10,0,9,10,,6,0,0,0,10
types-pyopenssl,847923,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-cryptography,778484,4.72,10,,0,10,0,9,10,,6,0,,0,10
pint,749902,4.72,10,,0,10,0,9,10,,6,0,,0,10
wordcloud,678177,4.72,10,0,0,10,0,10,10,10,6,0,,0,3
mbstrdecoder,599218,4.72,10,0,0,10,0,10,9,,7,0,,0,10
google-cloud-texttospeech,596957,4.72,10,,0,10,0,10,5,,3,10,,0,10
types-paramiko,585179,4.72,10,,0,10,0,9,10,,6,0,,0,10
pymisp,568633,4.72,10,0,0,10,0,9,10,,6,0,,0,10
types-mock,542166,4.72,10,,0,10,0,9,10,,6,0,,0,10
prospector,495508,4.72,10,,0,10,0,10,10,,7,0,,0,9
types-cachetools,475261,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-docutils,475127,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-jinja2,463292,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-markupsafe,462511,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-tabulate,439076,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-simplejson,423469,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-freezegun,421488,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-deprecated,409328,4.72,10,,0,10,0,9,10,,6,0,,0,10
lupa,407753,4.72,10,0,0,10,0,9,10,,6,0,0,0,10
jupytext,393329,4.72,10,,0,10,0,10,10,10,6,0,,0,3
types-boto,381786,4.72,10,,0,10,0,9,10,,6,0,,0,10
josepy,379691,4.72,10,,0,10,0,9,10,,6,0,,0,10
zigpy-xbee,369178,4.72,10,,0,10,0,10,3,10,6,0,,0,10
types-markdown,356928,4.72,10,,0,10,0,9,10,,6,0,,0,10
databases,351954,4.72,10,,0,10,0,10,3,,9,10,,0,8
types-chardet,336228,4.72,10,,0,10,0,9,10,,6,0,,0,10
tinydb,327295,4.72,10,,0,10,0,10,10,,7,0,,0,9
types-pkg-resources,315639,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-jsonschema,304184,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-retry,302522,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-croniter,298045,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-termcolor,288958,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-click,284821,4.72,10,,0,10,0,9,10,,6,0,,0,10
exifread,276209,4.72,10,,0,10,0,10,9,,7,0,,0,10
types-certifi,274014,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-pygments,258549,4.72,10,,0,10,0,9,10,,6,0,,0,10
pythran,255895,4.72,9,0,0,10,0,10,10,,7,0,,0,10
types-ujson,244445,4.72,10,,0,10,0,9,10,,6,0,,0,10
beniget,243852,4.72,10,0,0,10,0,10,9,,7,0,,0,10
pandas-market-calendars,243094,4.72,10,0,0,10,0,10,3,10,6,0,,0,10
types-pymysql,232965,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-ipaddress,219834,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-decorator,214164,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-tzlocal,213697,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-werkzeug,209619,4.72,10,,0,10,0,9,10,,6,0,,0,10
ruptures,208111,4.72,10,,0,10,0,10,3,10,6,0,,0,10
numcodecs,204172,4.72,10,,0,10,0,10,3,10,6,0,,0,10
types-futures,203242,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-flask,199877,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-psutil,198355,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-colorama,194411,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-pillow,189950,4.72,10,,0,10,0,9,10,,6,0,,0,10
requirements-detector,184894,4.72,10,,0,10,0,10,10,,7,0,,0,9
types-aiofiles,179136,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-python-slugify,172128,4.72,10,,0,10,0,9,10,,6,0,,0,10
pusher,171390,4.72,10,,0,10,0,10,3,10,6,0,,0,10
bleak,169733,4.72,10,0,0,10,0,10,10,,7,0,,0,9
fairlearn,167160,4.72,10,,0,10,0,10,10,10,6,0,,0,3
stumpy,162894,4.72,10,0,0,10,0,9,10,,6,0,,0,10
types-enum34,161954,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-emoji,161553,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-appdirs,148120,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-bleach,146603,4.72,10,,0,10,0,9,10,,6,0,,0,10
isal,142634,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-maxminddb,135998,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-psycopg2,135982,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-orjson,134799,4.72,10,,0,10,0,9,10,,6,0,,0,10
django-safedelete,128024,4.72,10,0,0,10,0,10,9,,7,0,,0,10
pyomo,117765,4.72,10,,0,10,0,9,10,,6,0,0,0,10
fuzzytm,116882,4.72,9,,0,10,0,10,0,,7,0,,10,10
types-sqlalchemy,114404,4.72,10,,0,10,0,9,10,,6,0,,0,10
pyqtgraph,107311,4.72,10,,0,10,0,9,10,,6,0,,0,10
aiofile,106629,4.72,10,0,0,10,0,9,10,,6,0,,0,10
freetype-py,105783,4.72,10,0,0,10,0,9,10,,6,0,0,0,10
edk2-pytool-extensions,95948,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-typed-ast,95015,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-dateparser,94371,4.72,10,,0,10,0,9,10,,6,0,,0,10
edk2-pytool-library,92087,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-frozendict,92075,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-filelock,91179,4.72,10,,0,10,0,9,10,,6,0,,0,10
imgkit,91044,4.72,10,,0,10,0,10,3,10,6,0,,0,10
types-backports,90912,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-geoip2,90794,4.72,10,,0,10,0,9,10,,6,0,,0,10
django-ordered-model,90681,4.72,10,,0,10,0,9,10,,6,0,,0,10
deepdiff6,89228,4.72,10,,0,10,0,9,10,,6,0,,0,10
traits,83309,4.72,10,,0,10,0,9,10,,6,0,,0,10
types-beautifulsoup4,82194,4.72,10,,0,10,0,9,10,,6,0,,0,10
configspace,78145,4.72,10,,0,10,0,9,10,,6,0,0,0,10
mlflow,10274105,4.69,10,,0,10,0,10,10,10,0,10,,0,0
constructs,7095133,4.69,10,,0,0,0,10,10,,6,10,,6,10
pymssql,5546153,4.69,10,0,0,10,0,10,10,,5,0,0,0,10
wtforms,3721097,4.69,10,,0,10,10,10,2,,7,0,,0,10
gradio,3555678,4.69,10,,0,10,0,10,10,10,0,10,,0,0
mlflow-skinny,1913090,4.69,10,,0,10,0,10,10,10,0,10,,0,0
pygsheets,1362473,4.69,10,,0,10,0,9,9,,7,0,,0,10
torchtext,1130084,4.69,10,,0,10,0,10,10,,5,0,,0,10
gradio-client,1049212,4.69,10,,0,10,0,10,10,10,0,10,,0,0
flask-migrate,985668,4.69,10,0,0,10,0,10,2,,7,10,,0,10
slack-bolt,441684,4.69,10,,0,10,0,10,10,,5,0,,0,10
strictyaml,431425,4.69,10,,0,10,0,10,10,,5,0,,0,10
pytest-order,330177,4.69,10,,0,10,0,9,3,10,6,0,,0,10
mmdet,201527,4.69,10,,0,10,0,10,10,,5,0,,0,10
opentelemetry-exporter-gcp-trace,160030,4.69,10,,0,10,0,10,10,,5,0,,0,10
python-on-whales,118226,4.69,10,,0,10,0,10,10,,5,0,,0,10
stable-baselines3,117130,4.69,10,,0,10,0,10,10,,5,0,,0,10
airflow-dbt,114195,4.69,10,,0,10,0,10,2,,7,10,,0,10
discord-webhook,111083,4.69,10,0,0,10,0,10,8,,8,0,0,0,10
schwifty,107961,4.69,10,0,0,10,0,10,10,,5,0,,0,10
lasio,102447,4.69,10,,0,10,0,10,10,,5,0,0,0,10
airportsdata,95702,4.69,10,0,0,10,0,9,3,10,6,0,,0,10
opentelemetry-propagator-gcp,85125,4.69,10,,0,10,0,10,10,,5,0,,0,10
django-sekizai,82353,4.69,10,,0,10,0,9,5,10,6,0,,0,8
pygithub,8041464,4.66,10,,0,10,0,10,10,,6,0,,0,9
pipreqs,2303887,4.66,10,0,0,10,0,10,10,,6,0,,0,9
launchdarkly-server-sdk,1310022,4.66,10,,0,10,0,9,10,,8,0,,0,8
boxsdk,1257713,4.66,10,,0,10,0,10,9,,6,0,0,0,10
django-celery-beat,979514,4.66,10,,0,10,0,9,10,,5,0,,0,10
pytest-sugar,653760,4.66,10,0,0,10,0,9,10,,5,0,0,0,10
aio-pika,542611,4.66,10,,0,10,0,10,10,,6,0,,0,9
dbt-spark,413966,4.66,10,,0,10,0,10,10,,6,0,0,0,9
polars,404124,4.66,10,,0,10,0,10,10,,6,0,,0,9
pylibftdi,354135,4.66,10,0,0,10,0,9,10,,5,0,,0,10
arxiv,313364,4.66,10,,0,10,0,10,9,,6,0,0,0,10
panel,309926,4.66,10,,0,10,0,10,10,,6,0,,0,9
commitizen,248993,4.66,10,0,0,10,0,10,10,,6,0,,0,9
dunamai,212041,4.66,10,,0,10,0,10,10,,6,0,0,0,9
tabula-py,187690,4.66,9,,0,10,0,10,10,,6,0,,0,10
transaction,184944,4.66,10,,0,10,0,9,2,,7,10,,0,10
netmiko,161428,4.66,10,,0,10,0,10,10,,6,0,,0,9
marshmallow-jsonschema,99327,4.66,10,,0,10,0,10,10,,6,0,,0,9
